9,11234,293.89126390130076
9,11210,257.984464695094
9,11354,315.72198115659523
9,11236,189.84582903780068
9,11372,208.87680078124998
9,10457,114.30114075142193
9,11357,315.52131370523415
9,10453,107.04368725540242
9,11364,358.65861221122117
9,11432,278.2187738308013
9,10461,204.9874572999001
9,11367,308.87403768554543
9,11378,296.5074333333333
9,11370,202.19691973274757
9,10032,170.85207772392747
9,11435,280.38352629007903
9,11385,208.9785430618564
9,11436,250.9574561838624
9,10460,108.00758516898823
9,11379,342.62455237084214
9,10454,123.4623409228901
9,11209,234.66351467772813
9,10451,107.58261583679115
9,10027,107.86099673202615
9,11375,266.24113497942386
9,11226,151.4403418955177
9,11207,157.8003205384513
9,10314,207.03588248436105
9,11374,232.7907444444444
9,11208,144.6275859360212
9,10465,144.9068916553749
9,11369,195.0715659445078
9,10305,198.22758292969323
9,10036,116.3660933966531
9,11109,29.155867063492064
9,10456,125.50959063117732
9,11215,169.75870464492445
9,11229,237.85133260586568
9,10310,199.0870067788686
9,11206,148.1432942152679
9,10001,92.0170267931734
9,11366,88.81099269368625
9,11212,223.3690016748628
9,11429,244.84165234822453
9,11423,249.8178118762475
9,11249,151.635257997936
9,11219,161.63703352347883
9,10019,98.48908188779497
9,11237,117.65696403232772
9,11373,273.97246439117595
9,11214,222.43902903355436
9,11368,172.09301229697306
9,11363,782.1997152428811
9,10012,183.0769487455197
9,11223,250.37052078853046
9,10468,104.42715272520816
9,11218,191.56245913370998
9,11231,209.67320707070706
9,10462,162.25002124075294
9,10029,126.49012195509764
9,10458,101.5860695979497
9,10037,75.8520429393537
9,11204,244.03372091759078
9,10304,263.05821944444443
9,10309,239.57261073573574
9,10301,180.21525833043074
9,11417,192.89439210244424
9,10065,138.20402551328502
9,11203,188.97739386992697
9,10033,182.030441636352
9,11213,161.19203925579583
9,11356,303.563188392641
9,11433,197.64569409751132
9,11377,206.51647651406773
9,10467,149.6047242851838
9,11101,152.471298992573
9,11222,151.27397937556046
9,10010,125.6681606938308
9,10023,134.19379552099946
9,11413,270.60618561628434
9,10014,196.6976412644115
9,11412,320.7112634939442
9,10302,244.2658000214915
9,11419,179.66890820046964
9,11233,193.9897222222222
9,11235,251.81292324357784
9,10473,91.90991823832732
9,11230,266.23145581751965
9,11211,144.42213103467657
9,10018,90.09936878306878
9,11692,722.8973276748972
9,11411,216.98635609997527
9,11238,121.29482577829882
9,10452,95.96977063492064
9,11221,124.04204563927497
9,11232,143.393733273192
9,11693,260.0747352024922
9,11434,301.9355584490741
9,10025,97.78755565376808
9,10011,109.87073380465303
9,10017,171.7976530612245
9,11201,125.3538516210492
9,11691,463.8833148725049
9,11420,276.8298354166667
9,10034,91.9988514957265
9,11104,189.54973736587053
9,10003,145.30766645622896
9,11216,161.73724775224773
9,11361,400.13535654362414
9,11355,302.53578880973583
9,11004,339.727821695213
9,10466,22.987888933982685
9,10469,178.01258883144592
9,10475,95.2211162911163
9,11225,121.77936321800843
9,11217,181.06413568272444
9,11414,254.0973615900383
9,11220,181.23356020686964
9,10040,138.40328889554624
9,11694,260.58555007670395
9,10470,151.38144815766924
9,10030,184.2725991338476
9,10013,89.39454004074597
9,11102,211.67604312784545
9,11205,174.45137171717172
9,10459,148.4940052964487
9,10021,293.9132352520046
9,11418,246.15996499363524
9,10007,182.25623130341882
9,11422,260.93726433430515
9,10455,118.21702514516288
9,10306,276.6054689298044
9,11360,645.6200071592211
9,10474,140.21139913232105
9,10463,137.91244303599373
9,11416,192.84395421106038
9,10472,96.97147166728327
9,11106,214.46116283524904
9,10002,88.12332667533755
9,11103,309.68108265027325
9,10009,110.46737277503333
9,10471,179.91042658730157
9,11421,181.18086869374477
9,10026,69.45536256793034
9,10004,196.78120967741935
9,10039,119.26357207381598
9,10075,205.41225963337075
9,11365,257.0419457319428
9,10024,84.57665045121263
9,10022,149.9090803728899
9,11239,146.08376347866854
9,10016,183.31897065984904
9,11040,157.13707133058986
9,10031,101.54351448844491
9,11426,341.9446713985279
9,10035,111.17500206197714
9,11358,353.52063147904806
9,11427,358.107202991453
9,11228,232.02213908313908
9,11224,177.35713250202758
9,11001,459.6973263888888
9,10280,114.0565770609319
9,10028,175.523844017094
9,10038,137.66406961178046
9,11415,354.6685837887067
9,10303,166.51276841448188
9,10312,253.1893561427281
9,11105,286.42289634773664
9,10128,158.04252890456593
9,10464,212.14822222222224
9,11362,414.48780801209375
9,10005,105.79613756613757
9,10308,246.0119899626517
9,10307,163.77792772861358
9,11428,361.20662627392494
9,11697,182.17892857142857
9,10006,86.65019943019944
9,10112,146.0914814814815
9,10121,132.13179487179488
9,11430,494.6310130718954
9,10151,2.2670833333333333
9,10169,4.600608747044918
9,10282,141.8160396825397
9,11359,15.499722222222223
9,10020,11.679242424242425
9,10069,61.309328703703706
9,10044,222.27045833333332
9,10000,44.606301169590644
9,10119,6.913813131313131
9,10281,0.5485416666666667
